clinical_set_index,validation_pair_id,evidence_subset,evidence_review_status,condition_group,disease_local_id,disease_label,disease_cui,disease_mesh_id,drug_local_id,drug_global_id,drugbank_id,drug_name,gene_intermediaries,gene_symbols,gene_entrez_ids,candidate_indices,n_gene_bridges,hanami_median_top_percent,hanami_q1_top_percent,hanami_q3_top_percent,hard_clique_positive_seeds,ms_drug_disease_edge_present,has_exact_raw_drug_disease_bridge,hierarchy_specificity_flag,condition_match_kind,n_phase2_3_trials,phase2_3_phases,nct_ids,source_urls,example_trial_title,evidence_notes,source_table
318,7a6e7019c40e91cdae51,automatic_phase2_3_registry_match,automatic_not_manually_verified,neurological_seizure,113,Status Epilepticus,C0038220,D013226,1168,1862,DB08883,perampanel,GRIA2|2891|pool:25076,GRIA2,2891,25076,1,52.04051044878383,47.35622216512504,56.63219424460432,9,False,True,False,exact_or_named_subtype,1,PHASE2,NCT06401707,https://clinicaltrials.gov/study/NCT06401707,PeRampanel fOr Status ePilEpticus pRophylaxis Post-cardiac Arrest,Automatic exact-normalized intervention and mapped-condition Phase II/III registry match; not a manual efficacy assessment.,all_motifs_fda_or_phase2_3.csv
319,333586821b633fe44af0,automatic_phase2_3_registry_match,automatic_not_manually_verified,neurological_seizure,115,Epilepsy,C0014544,D004827,337,1031,DB00683,Midazolam,GABRB3|2562|pool:24721; GABRD|2563|pool:8321,GABRB3; GABRD,2562; 2563,24721;8321,2,18.25004282288455,13.069544364508392,28.80106628982528,10,False,True,False,exact_or_named_subtype,2,PHASE2|PHASE3;PHASE3,NCT02325583;NCT07095842,https://clinicaltrials.gov/study/NCT02325583;https://clinicaltrials.gov/study/NCT07095842,Intraoral 30% Glucose Effect In Newborns,Automatic exact-normalized intervention and mapped-condition Phase II/III registry match; not a manual efficacy assessment.,all_motifs_fda_or_phase2_3.csv
320,19bc8662791536f5116d,automatic_phase2_3_registry_match,automatic_not_manually_verified,neurological_seizure,115,Epilepsy,C0014544,D004827,760,1454,DB01595,Nitrazepam,GABRB3|2562|pool:24827; GABRD|2563|pool:8413; SCN1A|6323|pool:31777,GABRB3; GABRD; SCN1A,2562; 2563; 6323,24827;8413;31777,3,18.623672490578965,12.861853374443305,21.60146882494005,10,False,True,False,exact_or_named_subtype,1,PHASE2,NCT00004758,https://clinicaltrials.gov/study/NCT00004758,Phase II Randomized Study of Early Surgery Vs Multiple Sequential Antiepileptic Drug Therapy for Infantile Spasms Refractory to Standard Treatment,Automatic exact-normalized intervention and mapped-condition Phase II/III registry match; not a manual efficacy assessment.,all_motifs_fda_or_phase2_3.csv
321,f004944a41a15ac15aa2,automatic_phase2_3_registry_match,automatic_not_manually_verified,neurological_seizure,115,Epilepsy,C0014544,D004827,418,1112,DB00810,biperiden,CHRM1|1128|pool:41565; CHRM2|1129|pool:35698; CHRNA2|1135|pool:46489,CHRM1; CHRM2; CHRNA2,1128; 1129; 1135,41565;35698;46489,3,11.976490236382322,6.981200753682768,19.95867591640973,10,False,True,False,exact_or_named_subtype,1,PHASE3,NCT04945213,https://clinicaltrials.gov/study/NCT04945213,Biperiden Trial for Epilepsy Prevention,Automatic exact-normalized intervention and mapped-condition Phase II/III registry match; not a manual efficacy assessment.,all_motifs_fda_or_phase2_3.csv
322,75897ecdbe774a065d7b,automatic_phase2_3_registry_match,automatic_not_manually_verified,neurological_seizure,115,Epilepsy,C0014544,D004827,215,909,DB00477,chlorpromazine,CHRM1|1128|pool:41500,CHRM1,1128,41500,1,8.424331963001027,4.920884720794793,13.251006337786912,10,False,True,False,exact_or_named_subtype,1,PHASE2|PHASE3,NCT05431595,https://clinicaltrials.gov/study/NCT05431595,Managing Agitated Delirium With Neuroleptics and Anti-Epileptics as a Neuroleptic Sparing Strategy,Automatic exact-normalized intervention and mapped-condition Phase II/III registry match; not a manual efficacy assessment.,all_motifs_fda_or_phase2_3.csv
323,4a002bc790b9de2b2eab,automatic_phase2_3_registry_match,automatic_not_manually_verified,neurological_seizure,115,Epilepsy,C0014544,D004827,427,1121,DB00829,diazepam,GABRD|2563|pool:8351; GABRB3|2562|pool:24757,GABRD; GABRB3,2563; 2562,8351;24757,2,14.955892428914012,13.86712058924289,19.146646968139773,10,False,True,False,exact_or_named_subtype,4,PHASE1|PHASE2;PHASE2;PHASE2|PHASE3;PHASE3,NCT00004297;NCT01417078;NCT02904265;NCT05361447,https://clinicaltrials.gov/study/NCT00004297;https://clinicaltrials.gov/study/NCT01417078;https://clinicaltrials.gov/study/NCT02904265;https://clinicaltrials.gov/study/NCT05361447,Phase III Randomized Study of Diazepam Vs Lorazepam Vs Placebo for Prehospital Treatment of Status Epilepticus,Automatic exact-normalized intervention and mapped-condition Phase II/III registry match; not a manual efficacy assessment.,all_motifs_fda_or_phase2_3.csv
324,0d3b6a38a830e383eba9,automatic_phase2_3_registry_match,automatic_not_manually_verified,neurological_seizure,115,Epilepsy,C0014544,D004827,212,906,DB00472,fluoxetine,CHRNA2|1135|pool:46475,CHRNA2,1135,46475,1,38.393927714970886,20.468803528605687,54.48087958204864,9,False,True,False,exact_or_named_subtype,1,PHASE2,NCT02929667,https://clinicaltrials.gov/study/NCT02929667,Abnormal Ventilatory Response to Carbon Dioxide: a Potential Biomarker for Seizure Induced Respiratory Depression & Modification by SSRI,Automatic exact-normalized intervention and mapped-condition Phase II/III registry match; not a manual efficacy assessment.,all_motifs_fda_or_phase2_3.csv
325,603cfaaaa9c0c6157b2e,automatic_phase2_3_registry_match,automatic_not_manually_verified,neurological_seizure,115,Epilepsy,C0014544,D004827,229,923,DB00502,haloperidol,GRIN2B|2904|pool:20857,GRIN2B,2904,20857,1,27.85200411099692,17.53757708119219,34.65441932168551,10,False,True,False,exact_or_named_subtype,1,PHASE2|PHASE3,NCT05431595,https://clinicaltrials.gov/study/NCT05431595,Managing Agitated Delirium With Neuroleptics and Anti-Epileptics as a Neuroleptic Sparing Strategy,Automatic exact-normalized intervention and mapped-condition Phase II/III registry match; not a manual efficacy assessment.,all_motifs_fda_or_phase2_3.csv
326,0fade3cb0882464a8347,automatic_phase2_3_registry_match,automatic_not_manually_verified,neurological_seizure,115,Epilepsy,C0014544,D004827,647,1341,DB01183,naloxone,OPRD1|4985|pool:4090,OPRD1,4985,4090,1,23.404847550531,17.641957862281604,30.51879924631723,10,False,True,False,exact_or_named_subtype,1,PHASE3,NCT02332447,https://clinicaltrials.gov/study/NCT02332447,Efficacy of Naloxone in Reducing Postictal Central Respiratory Dysfunction in Patients With Epilepsy,Automatic exact-normalized intervention and mapped-condition Phase II/III registry match; not a manual efficacy assessment.,all_motifs_fda_or_phase2_3.csv
327,e881e9dface1cf523164,automatic_phase2_3_registry_match,automatic_not_manually_verified,cardiovascular_hypertensive,17,Ventricular Fibrillation,C0042510,D014693,1088,1782,DB01035,procainamide,SCN5A|6331|pool:32205; KCNH2|3757|pool:17531,SCN5A; KCNH2,6331; 3757,32205;17531,2,38.32862281603289,32.264902363823225,42.907995032545394,10,False,True,False,exact_or_named_subtype,2,PHASE3,NCT00000464;NCT00000518,https://clinicaltrials.gov/study/NCT00000464;https://clinicaltrials.gov/study/NCT00000518,Cardiac Arrest in Seattle: Conventional Versus Amiodarone Drug Evaluation (CASCADE),Automatic exact-normalized intervention and mapped-condition Phase II/III registry match; not a manual efficacy assessment.,all_motifs_fda_or_phase2_3.csv
328,e7ebb1eb4b1fb48a5af5,automatic_phase2_3_registry_match,automatic_not_manually_verified,cardiovascular_hypertensive,17,Ventricular Fibrillation,C0042510,D014693,646,1340,DB01182,propafenone,SCN5A|6331|pool:32088; KCNH2|3757|pool:17461,SCN5A; KCNH2,6331; 3757,32088;17461,2,47.065561836245294,40.74115707434053,51.73967968482357,9,False,True,False,exact_or_named_subtype,1,PHASE3,NCT00000464,https://clinicaltrials.gov/study/NCT00000464,Cardiac Arrest in Seattle: Conventional Versus Amiodarone Drug Evaluation (CASCADE),Automatic exact-normalized intervention and mapped-condition Phase II/III registry match; not a manual efficacy assessment.,all_motifs_fda_or_phase2_3.csv
329,a807841b839707baa6e5,automatic_phase2_3_registry_match,automatic_not_manually_verified,cardiovascular_hypertensive,17,Ventricular Fibrillation,C0042510,D014693,477,1171,DB00908,quinidine,SCN5A|6331|pool:32057,SCN5A,6331,32057,1,44.73599691675231,39.42274751627269,47.157095751969855,9,False,True,False,exact_or_named_subtype,3,PHASE2;PHASE3,NCT00000464;NCT00000518;NCT05593757,https://clinicaltrials.gov/study/NCT00000464;https://clinicaltrials.gov/study/NCT00000518;https://clinicaltrials.gov/study/NCT05593757,Cardiac Arrest in Seattle: Conventional Versus Amiodarone Drug Evaluation (CASCADE),Automatic exact-normalized intervention and mapped-condition Phase II/III registry match; not a manual efficacy assessment.,all_motifs_fda_or_phase2_3.csv
330,cc8409c9813a3eb3a81f,automatic_phase2_3_registry_match,automatic_not_manually_verified,cardiovascular_hypertensive,17,Ventricular Fibrillation,C0042510,D014693,322,1016,DB00661,verapamil,SCN5A|6331|pool:31979,SCN5A,6331,31979,1,38.1980130181569,32.628896882494004,46.36701353203152,9,False,True,False,exact_or_named_subtype,1,PHASE2,NCT05593757,https://clinicaltrials.gov/study/NCT05593757,Quinidine Versus Verapamil in Short-coupled Idiopathic Ventricular Fibrillation,Automatic exact-normalized intervention and mapped-condition Phase II/III registry match; not a manual efficacy assessment.,all_motifs_fda_or_phase2_3.csv
331,7d14b9f6d6a06db73d12,automatic_phase2_3_registry_match,automatic_not_manually_verified,cardiovascular_hypertensive,81,Atherosclerosis,C0004153,D050197,496,1190,DB00945,aspirin,PTGS2|5743|pool:11686,PTGS2,5743,11686,1,16.38724734498116,7.966127098321342,22.777492291880783,10,False,True,False,exact_or_named_subtype,5,PHASE2;PHASE2|PHASE3;PHASE3,NCT00004728;NCT00222677;NCT00684203;NCT00776477;NCT05700266,https://clinicaltrials.gov/study/NCT00004728;https://clinicaltrials.gov/study/NCT00222677;https://clinicaltrials.gov/study/NCT00684203;https://clinicaltrials.gov/study/NCT00776477;https://clinicaltrials.gov/study/NCT05700266,Aspirin Or Warfarin To Prevent Stroke,Automatic exact-normalized intervention and mapped-condition Phase II/III registry match; not a manual efficacy assessment.,all_motifs_fda_or_phase2_3.csv
332,02a6c147d3b7c37272a2,automatic_phase2_3_registry_match,automatic_not_manually_verified,cardiovascular_hypertensive,81,Atherosclerosis,C0004153,D050197,582,1276,DB01076,atorvastatin,AHR|196|pool:20217,AHR,196,20217,1,54.8882322713258,41.83635234669408,64.16420435080508,9,False,True,False,exact_or_named_subtype,8,PHASE2;PHASE3,NCT00115817;NCT00115830;NCT00481364;NCT00620542;NCT00650689;NCT00804843;NCT06080256;NCT07474649,https://clinicaltrials.gov/study/NCT00115817;https://clinicaltrials.gov/study/NCT00115830;https://clinicaltrials.gov/study/NCT00481364;https://clinicaltrials.gov/study/NCT00620542;https://clinicaltrials.gov/study/NCT00650689;https://clinicaltrials.gov/study/NCT00804843;https://clinicaltrials.gov/study/NCT06080256;https://clinicaltrials.gov/study/NCT07474649,The Effects of Atorvastatin in Patients With Atherosclerosis,Automatic exact-normalized intervention and mapped-condition Phase II/III registry match; not a manual efficacy assessment.,all_motifs_fda_or_phase2_3.csv
333,abb93af94e1f280b98e1,automatic_phase2_3_registry_match,automatic_not_manually_verified,cardiovascular_hypertensive,81,Atherosclerosis,C0004153,D050197,400,1094,DB00783,estradiol,ESR1|2099|pool:1588,ESR1,2099,1588,1,35.14474134977732,27.938185166152792,40.45477903391573,10,False,True,False,exact_or_named_subtype,1,PHASE2,NCT00005108,https://clinicaltrials.gov/study/NCT00005108,Effects of Hormone Replacement Therapy on Inflammation and Stiffening of Artery Walls,Automatic exact-normalized intervention and mapped-condition Phase II/III registry match; not a manual efficacy assessment.,all_motifs_fda_or_phase2_3.csv
334,a9b7c2a83dba150f3bcb,automatic_phase2_3_registry_match,automatic_not_manually_verified,cardiovascular_hypertensive,81,Atherosclerosis,C0004153,D050197,415,1109,DB00806,pentoxifylline,TNF|7124|pool:13882,TNF,7124,13882,1,15.6164354230901,9.548432682425489,29.26355344295992,9,False,True,False,exact_or_named_subtype,2,PHASE2,NCT00796822;NCT00864916,https://clinicaltrials.gov/study/NCT00796822;https://clinicaltrials.gov/study/NCT00864916,Evaluating the Effectiveness of Pentoxifylline at Improving Blood Vessel Function in HIV-infected People Not Receiving Antiretroviral Medications,Automatic exact-normalized intervention and mapped-condition Phase II/III registry match; not a manual efficacy assessment.,all_motifs_fda_or_phase2_3.csv
335,a7515aaab2146d7768b8,automatic_phase2_3_registry_match,automatic_not_manually_verified,cardiovascular_hypertensive,81,Atherosclerosis,C0004153,D050197,163,857,DB00396,progesterone,ESR1|2099|pool:1384,ESR1,2099,1384,1,25.02141144227476,19.256915895854743,30.58196300102775,10,False,True,False,exact_or_named_subtype,1,PHASE2,NCT00005108,https://clinicaltrials.gov/study/NCT00005108,Effects of Hormone Replacement Therapy on Inflammation and Stiffening of Artery Walls,Automatic exact-normalized intervention and mapped-condition Phase II/III registry match; not a manual efficacy assessment.,all_motifs_fda_or_phase2_3.csv
336,4ef58a916bfbc41686dd,automatic_phase2_3_registry_match,automatic_not_manually_verified,cardiovascular_hypertensive,90,Myocardial Infarction,C0027051,D009203,1001,1695,DB00006,bivalirudin,F2|2147|pool:22464,F2,2147,22464,1,31.20610654333676,22.49860825625214,45.57264902363824,10,False,True,False,exact_or_named_subtype,3,PHASE3,NCT00433966;NCT02565147;NCT02897037,https://clinicaltrials.gov/study/NCT00433966;https://clinicaltrials.gov/study/NCT02565147;https://clinicaltrials.gov/study/NCT02897037,Harmonizing Outcomes With Revascularization and Stents in Acute Myocardial Infarction,Automatic exact-normalized intervention and mapped-condition Phase II/III registry match; not a manual efficacy assessment.,all_motifs_fda_or_phase2_3.csv
337,d0fcf14d5ef0982df18d,automatic_phase2_3_registry_match,automatic_not_manually_verified,cardiovascular_hypertensive,90,Myocardial Infarction,C0027051,D009203,576,1270,DB01065,melatonin,ESR1|2099|pool:1718,ESR1,2099,1718,1,21.2540681740322,14.992827166837955,24.48773124357657,10,False,True,False,exact_or_named_subtype,1,PHASE2,NCT00640094,https://clinicaltrials.gov/study/NCT00640094,The Melatonin Adjunct in the Acute myocaRdial Infarction Treated With Angioplasty,Automatic exact-normalized intervention and mapped-condition Phase II/III registry match; not a manual efficacy assessment.,all_motifs_fda_or_phase2_3.csv
338,452f01235482f5e60c52,automatic_phase2_3_registry_match,automatic_not_manually_verified,cardiovascular_hypertensive,90,Myocardial Infarction,C0027051,D009203,180,874,DB00421,spironolactone,4306|4306|pool:44856,4306,4306,44856,1,27.26961288112367,21.47300017129153,30.5107699554642,10,False,True,False,exact_or_named_subtype,2,PHASE3,NCT01059136;NCT03048825,https://clinicaltrials.gov/study/NCT01059136;https://clinicaltrials.gov/study/NCT03048825,Aldosterone Blockade Early After Acute Myocardial Infarction,Automatic exact-normalized intervention and mapped-condition Phase II/III registry match; not a manual efficacy assessment.,all_motifs_fda_or_phase2_3.csv
339,743034e9b41254a340e0,automatic_phase2_3_registry_match,automatic_not_manually_verified,cardiovascular_hypertensive,90,Myocardial Infarction,C0027051,D009203,297,991,DB00624,testosterone,ESR1|2099|pool:1488; 4306|4306|pool:44885,ESR1; 4306,2099; 4306,1488;44885,2,22.794621445700585,16.804770469338813,27.11491521068859,10,False,True,False,exact_or_named_subtype,1,PHASE2|PHASE3,NCT02803073,https://clinicaltrials.gov/study/NCT02803073,Effect of Testosterone Replacement on Exercise Capacity in Hypogonadal Men After a Recent Myocardial Infarction,Automatic exact-normalized intervention and mapped-condition Phase II/III registry match; not a manual efficacy assessment.,all_motifs_fda_or_phase2_3.csv
340,772d9c320d7d21e1604e,automatic_phase2_3_registry_match,automatic_not_manually_verified,cardiovascular_hypertensive,90,Myocardial Infarction,C0027051,D009203,49,743,DB00208,ticlopidine,64805|64805|pool:44355,64805,64805,44355,1,57.13215142171977,48.772053785542994,60.96212315861597,10,False,True,False,exact_or_named_subtype,1,PHASE3,NCT00821834,https://clinicaltrials.gov/study/NCT00821834,Safety Evaluation of Clopidogrel Sulfate in Patients With Stable Angina/Old Myocardial Infarction to Whom Percutaneous Coronary Intervention is Being Planned,Automatic exact-normalized intervention and mapped-condition Phase II/III registry match; not a manual efficacy assessment.,all_motifs_fda_or_phase2_3.csv
341,7b6bc726eeb50159296a,automatic_phase2_3_registry_match,automatic_not_manually_verified,cardiovascular_hypertensive,93,Hypertension,C0020538,D006973,1134,1828,DB00125,L-Arginine,NOS2|4843|pool:26187,NOS2,4843,26187,1,25.926044878383006,15.560230387118876,50.69212487153135,10,False,True,False,exact_or_named_subtype,3,PHASE2|PHASE3;PHASE3,NCT00137124;NCT00571766;NCT00974714,https://clinicaltrials.gov/study/NCT00137124;https://clinicaltrials.gov/study/NCT00571766;https://clinicaltrials.gov/study/NCT00974714,L-Arginine Metabolism in Essential Hypertension,Automatic exact-normalized intervention and mapped-condition Phase II/III registry match; not a manual efficacy assessment.,all_motifs_fda_or_phase2_3.csv
342,25d4afdf2ccaf7f36d6c,automatic_phase2_3_registry_match,automatic_not_manually_verified,cardiovascular_hypertensive,93,Hypertension,C0020538,D006973,316,1010,DB00653,Magnesium Sulfate,CACNA1C|775|pool:808; CACNA2D1|781|pool:39946,CACNA1C; CACNA2D1,775; 781,808;39946,2,13.096308667351831,10.470195272353546,17.708333333333332,10,False,True,False,exact_or_named_subtype,1,PHASE1|PHASE2,NCT04898114,https://clinicaltrials.gov/study/NCT04898114,Nebulized Magnesium Sulfate and Sildenafil for Persistent Pulmonary Hypertension of Newborn,Automatic exact-normalized intervention and mapped-condition Phase II/III registry match; not a manual efficacy assessment.,all_motifs_fda_or_phase2_3.csv
343,1ce618e3cac763984dfc,automatic_phase2_3_registry_match,automatic_not_manually_verified,cardiovascular_hypertensive,93,Hypertension,C0020538,D006973,364,1058,DB00727,Nitroglycerin,NPR1|4881|pool:7810,NPR1,4881,7810,1,48.84485268927715,40.6592583076396,59.60784943473792,9,False,True,False,exact_or_named_subtype,1,PHASE3,NCT00093886,https://clinicaltrials.gov/study/NCT00093886,Clevidipine in the Perioperative Treatment of Hypertension (ECLIPSE-NTG),Automatic exact-normalized intervention and mapped-condition Phase II/III registry match; not a manual efficacy assessment.,all_motifs_fda_or_phase2_3.csv
